21/12/2020;08:18:08;50;56;82;114;160;255
21/12/2020;08:18:09;147;180;224;280;356;465
21/12/2020;08:18:10;308;354;397;462;549;602
21/12/2020;08:18:11;457;503;526;574;629;619
21/12/2020;08:18:12;517;558;574;614;663;623
21/12/2020;08:18:13;541;583;597;631;673;609
21/12/2020;08:18:14;543;580;590;616;645;579
21/12/2020;08:18:15;526;562;575;597;622;560
21/12/2020;08:18:16;510;545;559;579;603;536
21/12/2020;08:18:17;491;524;528;516;474;330
21/12/2020;08:18:18;385;390;377;344;280;131
21/12/2020;08:18:19;222;213;204;161;82;0
21/12/2020;08:18:20;89;80;88;63;17;0
21/12/2020;08:18:21;29;27;50;35;0;0
21/12/2020;08:18:22;14;14;37;25;0;0
21/12/2020;08:18:23;4;6;29;17;0;0
21/12/2020;08:18:24;0;0;23;13;0;0
21/12/2020;08:18:25;0;0;22;17;0;13
21/12/2020;08:18:26;0;4;29;25;1;24
21/12/2020;08:18:27;7;12;36;34;19;39
21/12/2020;08:18:28;17;22;43;48;28;48
21/12/2020;08:18:29;28;34;55;59;48;67
21/12/2020;08:18:30;39;46;67;72;60;89
21/12/2020;08:18:31;53;61;90;120;166;260
21/12/2020;08:18:32;144;179;223;279;357;462
21/12/2020;08:18:33;301;348;391;454;536;595
21/12/2020;08:18:34;446;493;519;568;630;619
21/12/2020;08:18:35;512;554;570;610;659;625
21/12/2020;08:18:36;537;579;594;630;670;613
21/12/2020;08:18:37;547;586;596;624;654;589
21/12/2020;08:18:38;533;571;583;607;638;566
21/12/2020;08:18:39;517;554;567;588;613;543
21/12/2020;08:18:40;499;534;548;560;540;413
21/12/2020;08:18:41;445;453;439;409;352;193
21/12/2020;08:18:42;286;284;273;232;155;26
21/12/2020;08:18:43;134;123;122;86;24;0
21/12/2020;08:18:44;38;37;57;41;3;0
21/12/2020;08:18:45;16;18;40;27;0;0
21/12/2020;08:18:46;3;5;28;16;0;0
21/12/2020;08:18:47;0;0;22;13;0;9
21/12/2020;08:18:48;0;1;27;22;0;17
21/12/2020;08:18:49;2;10;35;32;14;36
21/12/2020;08:18:50;15;21;45;46;31;49
21/12/2020;08:18:51;25;33;55;59;40;62
21/12/2020;08:18:52;38;46;67;72;64;86
21/12/2020;08:18:53;54;63;95;127;169;267
21/12/2020;08:18:54;174;211;256;313;389;489
21/12/2020;08:18:55;352;402;442;501;575;608
21/12/2020;08:18:56;484;529;548;591;641;615
21/12/2020;08:18:57;526;570;585;623;674;623
21/12/2020;08:18:58;546;588;599;627;665;595
21/12/2020;08:18:59;536;575;586;610;642;573
21/12/2020;08:19:00;519;557;570;591;612;549
21/12/2020;08:19:01;501;537;550;567;557;434
21/12/2020;08:19:02;451;462;447;417;360;202
21/12/2020;08:19:03;284;283;271;231;156;28
21/12/2020;08:19:04;136;125;123;87;30;0
21/12/2020;08:19:05;43;41;60;44;0;0
21/12/2020;08:19:06;19;21;42;29;0;0
21/12/2020;08:19:07;5;10;32;20;0;0
21/12/2020;08:19:08;0;3;25;15;0;4
21/12/2020;08:19:09;0;0;25;21;0;16
21/12/2020;08:19:10;1;8;32;30;5;27
21/12/2020;08:19:11;11;18;42;40;16;40
21/12/2020;08:19:12;19;27;50;52;36;54
21/12/2020;08:19:13;32;41;62;65;52;68
21/12/2020;08:19:14;45;54;73;79;71;132
21/12/2020;08:19:15;61;84;125;167;226;331
21/12/2020;08:19:16;196;237;281;340;422;515
21/12/2020;08:19:17;353;404;444;505;576;608
21/12/2020;08:19:18;478;525;545;589;644;615
21/12/2020;08:19:19;522;566;581;619;665;625
21/12/2020;08:19:20;544;588;600;632;665;605
21/12/2020;08:19:21;542;582;592;618;644;577
21/12/2020;08:19:22;526;565;576;599;621;556
21/12/2020;08:19:23;510;547;559;579;595;521
21/12/2020;08:19:24;488;515;503;480;434;276
21/12/2020;08:19:25;333;335;323;285;214;72
21/12/2020;08:19:26;163;154;147;107;45;0
21/12/2020;08:19:27;47;46;64;46;7;1
21/12/2020;08:19:28;20;23;44;31;0;0
21/12/2020;08:19:29;5;10;32;19;0;0
21/12/2020;08:19:30;0;2;25;17;0;11
21/12/2020;08:19:31;4;11;34;32;11;29
21/12/2020;08:19:32;14;23;46;46;28;46
21/12/2020;08:19:33;28;38;58;60;40;62
21/12/2020;08:19:34;42;52;72;77;67;99
21/12/2020;08:19:35;60;83;122;163;219;324
21/12/2020;08:19:36;218;261;305;365;444;535
21/12/2020;08:19:37;398;451;485;539;602;617
21/12/2020;08:19:38;504;550;565;606;659;619
21/12/2020;08:19:39;537;583;596;633;672;617
21/12/2020;08:19:40;547;588;598;624;652;586
21/12/2020;08:19:41;530;570;580;603;627;560
21/12/2020;08:19:42;512;551;563;582;604;531
21/12/2020;08:19:43;489;516;504;481;428;275
21/12/2020;08:19:44;322;325;312;274;196;65
21/12/2020;08:19:45;150;141;136;98;38;0
21/12/2020;08:19:46;43;43;62;45;1;2
21/12/2020;08:19:47;19;23;44;30;0;0
21/12/2020;08:19:48;6;11;33;21;0;0
21/12/2020;08:19:49;0;4;28;20;0;11
21/12/2020;08:19:50;0;9;33;29;1;23
21/12/2020;08:19:51;10;19;42;42;22;40
21/12/2020;08:19:52;24;33;55;56;38;53
21/12/2020;08:19:53;36;46;66;70;52;74
21/12/2020;08:19:54;49;60;80;87;102;180
21/12/2020;08:19:55;92;125;169;218;278;387
21/12/2020;08:19:56;248;294;338;400;478;559
21/12/2020;08:19:57;409;462;495;547;609;616
21/12/2020;08:19:58;504;551;566;607;653;619
21/12/2020;08:19:59;534;580;595;632;679;623
21/12/2020;08:20:00;549;593;603;631;666;595
21/12/2020;08:20:01;539;580;590;615;640;572
21/12/2020;08:20:02;524;564;575;596;618;554
21/12/2020;08:20:03;508;547;559;578;591;489
21/12/2020;08:20:04;489;516;503;479;431;272
21/12/2020;08:20:05;356;362;349;314;245;100
21/12/2020;08:20:06;212;206;194;154;74;0
21/12/2020;08:20:07;98;94;99;72;25;0
21/12/2020;08:20:08;43;44;62;47;2;2
21/12/2020;08:20:09;24;28;49;34;0;0
21/12/2020;08:20:10;13;17;39;26;0;0
21/12/2020;08:20:11;5;12;32;20;0;0
21/12/2020;08:20:12;0;6;28;20;0;10
21/12/2020;08:20:13;0;6;31;25;0;17
21/12/2020;08:20:14;3;13;37;33;12;31
21/12/2020;08:20:15;13;22;46;44;25;43
21/12/2020;08:20:16;24;35;56;56;32;53
21/12/2020;08:20:17;34;44;64;68;53;70
21/12/2020;08:20:18;46;58;77;83;76;132
21/12/2020;08:20:19;68;99;139;184;242;346
21/12/2020;08:20:20;226;271;313;374;453;540
21/12/2020;08:20:21;401;456;488;542;602;613
21/12/2020;08:20:22;506;554;569;609;660;622
21/12/2020;08:20:23;540;587;599;634;671;615
21/12/2020;08:20:24;546;589;597;624;655;583
21/12/2020;08:20:25;528;569;579;602;629;556
21/12/2020;08:20:26;508;546;558;576;581;470
21/12/2020;08:20:27;438;449;433;403;343;184
21/12/2020;08:20:28;227;223;211;169;94;0
21/12/2020;08:20:29;63;63;74;54;13;0
21/12/2020;08:20:30;21;26;47;32;0;0
21/12/2020;08:20:31;5;13;33;20;0;0
21/12/2020;08:20:32;0;7;31;25;0;16
21/12/2020;08:20:33;10;19;42;40;19;35
21/12/2020;08:20:34;24;34;57;57;31;52
21/12/2020;08:20:35;37;50;70;72;58;76
21/12/2020;08:20:36;53;66;87;112;141;232
21/12/2020;08:20:37;150;190;234;287;354;456
21/12/2020;08:20:38;314;367;409;471;550;600
21/12/2020;08:20:39;460;512;534;579;628;616
21/12/2020;08:20:40;517;565;580;618;661;623
21/12/2020;08:20:41;540;587;600;635;671;614
21/12/2020;08:20:42;552;595;602;628;654;588
21/12/2020;08:20:43;538;580;589;613;642;569
21/12/2020;08:20:44;525;566;576;598;617;552
21/12/2020;08:20:45;512;552;562;581;597;515
21/12/2020;08:20:46;497;536;540;528;484;338
21/12/2020;08:20:47;435;447;431;401;341;182
21/12/2020;08:20:48;312;316;302;262;182;53
21/12/2020;08:20:49;202;198;186;145;68;0
21/12/2020;08:20:50;117;111;110;77;26;0
21/12/2020;08:20:51;58;58;70;53;6;0
21/12/2020;08:20:52;36;41;58;43;0;0
21/12/2020;08:20:53;25;31;50;36;0;0
21/12/2020;08:20:54;16;23;42;30;0;0
21/12/2020;08:20:55;11;17;37;24;0;0
21/12/2020;08:20:56;6;14;32;20;0;0
21/12/2020;08:20:57;2;10;30;21;0;10
21/12/2020;08:20:58;0;8;30;26;0;16
21/12/2020;08:20:59;5;16;37;32;9;24
21/12/2020;08:21:00;12;22;44;42;20;38
21/12/2020;08:21:01;20;33;53;52;26;46
21/12/2020;08:21:02;31;43;62;63;45;62
21/12/2020;08:21:03;40;53;72;75;61;74
21/12/2020;08:21:04;52;65;84;95;108;195
21/12/2020;08:21:05;89;124;166;213;275;383
21/12/2020;08:21:06;228;274;316;375;450;542
21/12/2020;08:21:07;374;431;466;523;592;609
21/12/2020;08:21:08;485;536;553;595;646;614
21/12/2020;08:21:09;523;572;584;622;664;623
21/12/2020;08:21:10;544;591;603;635;672;606
21/12/2020;08:21:11;547;591;598;624;650;580
21/12/2020;08:21:12;533;576;584;607;630;563
21/12/2020;08:21:13;520;561;571;590;608;543
21/12/2020;08:21:14;503;543;552;565;544;416
21/12/2020;08:21:15;454;469;451;422;363;204
21/12/2020;08:21:16;299;302;288;247;166;38
21/12/2020;08:21:17;156;149;141;103;35;0
21/12/2020;08:21:18;58;59;72;54;13;0
21/12/2020;08:21:19;29;36;53;38;0;0
21/12/2020;08:21:20;16;23;42;28;0;0
21/12/2020;08:21:21;0;7;33;22;0;0
21/12/2020;08:21:22;5;13;31;22;0;7
21/12/2020;08:21:23;1;12;34;29;4;20
21/12/2020;08:21:24;8;19;41;36;12;28
21/12/2020;08:21:25;15;27;48;44;20;37
21/12/2020;08:21:26;22;34;54;54;33;46
21/12/2020;08:21:27;31;44;63;63;38;60
21/12/2020;08:21:28;40;54;72;74;59;75
21/12/2020;08:21:29;51;65;82;89;88;152
21/12/2020;08:21:30;67;98;136;177;231;332
21/12/2020;08:21:31;191;235;278;335;403;502
21/12/2020;08:21:32;335;391;430;490;559;605
21/12/2020;08:21:33;464;518;539;583;630;615
21/12/2020;08:21:34;518;567;580;618;660;622
21/12/2020;08:21:35;543;591;602;636;671;612
21/12/2020;08:21:36;550;595;601;627;658;586
21/12/2020;08:21:37;536;579;586;609;631;563
21/12/2020;08:21:38;519;561;569;588;606;540
21/12/2020;08:21:39;502;542;550;547;512;372
21/12/2020;08:21:40;422;435;417;386;323;166
21/12/2020;08:21:41;268;269;254;212;131;15
21/12/2020;08:21:42;127;121;115;84;31;0
21/12/2020;08:21:43;44;49;63;47;2;2
21/12/2020;08:21:44;26;33;50;35;0;0
21/12/2020;08:21:45;14;21;39;26;0;0
21/12/2020;08:21:46;6;15;32;21;0;1
21/12/2020;08:21:47;0;9;28;22;0;17
21/12/2020;08:21:48;7;19;40;35;11;27
21/12/2020;08:21:49;16;29;49;46;25;39
21/12/2020;08:21:50;27;41;60;59;39;54
21/12/2020;08:21:51;37;52;70;72;53;70
21/12/2020;08:21:52;50;64;82;86;76;135
21/12/2020;08:21:53;67;99;138;179;233;336
21/12/2020;08:21:54;206;252;293;351;423;517
21/12/2020;08:21:55;360;418;455;513;582;606
21/12/2020;08:21:56;481;534;551;593;637;616
21/12/2020;08:21:57;524;573;585;623;669;623
21/12/2020;08:21:58;545;594;604;637;668;608
21/12/2020;08:21:59;549;593;599;625;656;584
21/12/2020;08:22:00;536;579;587;609;637;563
21/12/2020;08:22:01;522;565;573;592;617;546
21/12/2020;08:22:02;507;548;557;573;568;439
21/12/2020;08:22:03;480;500;482;455;395;241
21/12/2020;08:22:04;342;349;333;295;224;79
21/12/2020;08:22:05;209;206;192;151;73;0
21/12/2020;08:22:06;102;98;101;72;17;0
21/12/2020;08:22:07;42;48;63;47;1;0
21/12/2020;08:22:08;26;34;51;36;0;0
21/12/2020;08:22:09;16;24;41;28;0;0
21/12/2020;08:22:10;7;16;34;20;0;0
21/12/2020;08:22:11;1;10;30;24;0;11
21/12/2020;08:22:12;4;16;36;31;8;21
21/12/2020;08:22:13;13;26;46;42;19;35
21/12/2020;08:22:14;21;35;54;53;31;44
21/12/2020;08:22:15;30;45;63;63;37;56
21/12/2020;08:22:16;40;55;72;73;57;73
21/12/2020;08:22:17;50;66;83;89;83;143
21/12/2020;08:22:18;66;93;130;168;218;319
21/12/2020;08:22:19;177;221;262;317;389;483
21/12/2020;08:22:20;317;371;411;471;541;598
21/12/2020;08:22:21;447;503;525;571;625;614
21/12/2020;08:22:22;509;559;572;611;657;616
21/12/2020;08:22:23;535;584;595;631;675;620
21/12/2020;08:22:24;550;598;605;633;666;597
21/12/2020;08:22:25;544;589;595;620;649;576
21/12/2020;08:22:26;531;575;582;603;623;554
21/12/2020;08:22:27;516;559;566;585;600;530
21/12/2020;08:22:28;500;541;543;533;497;346
21/12/2020;08:22:29;423;437;418;386;319;165
21/12/2020;08:22:30;283;287;270;228;147;24
21/12/2020;08:22:31;154;149;139;100;35;0
21/12/2020;08:22:32;63;65;76;56;15;0
21/12/2020;08:22:33;34;43;57;42;1;0
21/12/2020;08:22:34;23;31;48;33;0;0
21/12/2020;08:22:35;15;23;40;27;0;0
21/12/2020;08:22:36;6;16;32;19;0;1
21/12/2020;08:22:37;4;14;32;25;1;12
21/12/2020;08:22:38;6;18;39;31;7;21
21/12/2020;08:22:39;13;26;44;41;17;30
21/12/2020;08:22:40;19;32;53;50;22;43
21/12/2020;08:22:41;30;44;62;61;40;56
21/12/2020;08:22:42;39;54;71;72;48;66
21/12/2020;08:22:43;51;65;82;85;73;119
21/12/2020;08:22:44;65;89;124;162;204;307
21/12/2020;08:22:45;181;226;269;323;395;489
21/12/2020;08:22:46;334;391;429;489;561;602
21/12/2020;08:22:47;468;523;541;584;634;609
21/12/2020;08:22:48;520;570;582;620;666;620
21/12/2020;08:22:49;544;593;604;636;667;607
21/12/2020;08:22:50;549;594;600;625;649;582
21/12/2020;08:22:51;534;579;585;607;633;559
21/12/2020;08:22:52;518;561;568;587;602;535
21/12/2020;08:22:53;499;540;537;524;487;335
21/12/2020;08:22:54;399;412;393;361;295;140
21/12/2020;08:22:55;245;246;228;187;105;2
21/12/2020;08:22:56;112;109;106;74;24;0
21/12/2020;08:22:57;40;48;62;45;0;0
21/12/2020;08:22:58;23;34;49;34;0;0
21/12/2020;08:22:59;14;23;39;26;0;0
21/12/2020;08:23:00;6;17;33;23;0;6
21/12/2020;08:23:01;5;19;37;31;7;17
21/12/2020;08:23:02;13;28;46;41;18;34
21/12/2020;08:23:03;25;40;57;55;33;46
21/12/2020;08:23:04;36;51;68;69;42;63
21/12/2020;08:23:05;48;64;79;81;65;82
21/12/2020;08:23:06;61;79;103;133;172;264
21/12/2020;08:23:07;156;200;242;294;356;460
21/12/2020;08:23:08;312;369;408;469;539;595
21/12/2020;08:23:09;456;513;533;578;629;611
21/12/2020;08:23:10;518;569;580;617;657;620
21/12/2020;08:23:11;543;593;602;636;668;611
21/12/2020;08:23:12;550;597;600;626;650;583
21/12/2020;08:23:13;536;581;586;608;629;560
21/12/2020;08:23:14;521;565;571;590;612;540
21/12/2020;08:23:15;504;547;552;560;538;398
21/12/2020;08:23:16;439;454;435;403;338;182
21/12/2020;08:23:17;281;284;265;223;147;17
21/12/2020;08:23:18;131;128;119;83;30;0
21/12/2020;08:23:19;45;52;65;48;2;0
21/12/2020;08:23:20;26;35;50;36;0;0
21/12/2020;08:23:21;15;24;40;27;0;0
21/12/2020;08:23:22;7;18;34;24;0;7
21/12/2020;08:23:23;8;21;41;34;9;21
21/12/2020;08:23:24;16;31;49;46;21;36
21/12/2020;08:23:25;26;42;60;57;29;47
21/12/2020;08:23:26;37;54;69;69;50;64
21/12/2020;08:23:27;48;65;80;82;67;85
21/12/2020;08:23:28;57;78;101;130;162;260
21/12/2020;08:23:29;153;197;238;290;351;455
21/12/2020;08:23:30;304;360;399;458;530;589
21/12/2020;08:23:31;449;506;527;572;623;611
21/12/2020;08:23:32;512;563;575;612;658;614
21/12/2020;08:23:33;539;590;598;634;669;613
21/12/2020;08:23:34;552;600;603;628;660;588
21/12/2020;08:23:35;539;585;590;613;634;565
21/12/2020;08:23:36;525;570;575;596;612;546
21/12/2020;08:23:37;509;552;559;575;582;463
21/12/2020;08:23:38;478;499;478;450;389;233
21/12/2020;08:23:39;317;324;304;264;183;50
21/12/2020;08:23:40;162;159;147;107;42;0
21/12/2020;08:23:41;55;60;71;52;10;0
21/12/2020;08:23:42;29;39;53;38;0;0
21/12/2020;08:23:43;16;26;42;28;0;0
21/12/2020;08:23:44;7;19;34;23;0;3
21/12/2020;08:23:45;6;19;39;32;6;17
21/12/2020;08:23:46;16;31;49;44;15;32
21/12/2020;08:23:47;27;42;59;57;35;49
21/12/2020;08:23:48;37;54;70;69;43;60
21/12/2020;08:23:49;48;66;80;81;63;85
21/12/2020;08:23:50;60;77;96;120;146;235
21/12/2020;08:23:51;129;172;212;262;320;427
21/12/2020;08:23:52;270;324;363;422;493;568
21/12/2020;08:23:53;408;468;496;547;600;608
21/12/2020;08:23:54;495;549;561;601;648;609
21/12/2020;08:23:55;525;577;586;622;667;621
21/12/2020;08:23:56;543;595;603;635;670;603
21/12/2020;08:23:57;550;598;602;627;652;583
21/12/2020;08:23:58;539;586;590;613;634;564
21/12/2020;08:23:59;527;572;577;598;621;546
21/12/2020;08:24:00;513;557;563;581;599;517
21/12/2020;08:24:01;498;540;535;521;484;330
21/12/2020;08:24:02;418;434;413;382;317;159
21/12/2020;08:24:03;284;289;269;227;147;23
21/12/2020;08:24:04;155;153;142;103;35;0
21/12/2020;08:24:05;63;68;76;57;15;0
21/12/2020;08:24:06;34;44;58;40;2;0
21/12/2020;08:24:07;22;32;47;31;0;0
21/12/2020;08:24:08;12;24;39;25;0;0
21/12/2020;08:24:09;5;18;34;27;2;11
21/12/2020;08:24:10;9;25;43;36;12;23
21/12/2020;08:24:11;17;33;51;46;23;36
21/12/2020;08:24:12;27;44;59;56;34;46
21/12/2020;08:24:13;36;54;70;69;44;62
21/12/2020;08:24:14;46;65;80;81;63;80
21/12/2020;08:24:15;57;77;95;115;137;223
21/12/2020;08:24:16;125;169;210;259;316;422
21/12/2020;08:24:17;275;331;370;430;500;573
21/12/2020;08:24:18;425;485;510;557;608;607
21/12/2020;08:24:19;506;559;570;608;647;612
21/12/2020;08:24:20;534;587;596;630;667;617
21/12/2020;08:24:21;550;600;605;631;661;590
21/12/2020;08:24:22;541;588;592;615;635;566
21/12/2020;08:24:23;526;571;576;595;618;546
21/12/2020;08:24:24;507;551;556;571;566;437
21/12/2020;08:24:25;453;472;449;419;360;198
21/12/2020;08:24:26;283;289;269;226;149;19
21/12/2020;08:24:27;122;119;113;79;29;0
21/12/2020;08:24:28;41;51;62;46;0;0
21/12/2020;08:24:29;23;34;48;33;0;0
21/12/2020;08:24:30;13;23;37;25;0;0
21/12/2020;08:24:31;4;17;35;26;2;9
21/12/2020;08:24:32;9;26;42;36;13;24
21/12/2020;08:24:33;22;38;55;51;27;40
21/12/2020;08:24:34;33;51;66;64;37;53
21/12/2020;08:24:35;44;62;76;76;59;73
21/12/2020;08:24:36;57;76;90;99;115;195
21/12/2020;08:24:37;119;163;202;249;307;411
21/12/2020;08:24:38;289;346;384;442;512;577
21/12/2020;08:24:39;448;507;527;570;616;610
21/12/2020;08:24:40;516;569;578;615;653;613
21/12/2020;08:24:41;543;596;602;634;663;603
21/12/2020;08:24:42;547;595;597;621;651;579
21/12/2020;08:24:43;532;578;581;604;622;553
21/12/2020;08:24:44;515;560;564;583;597;528
21/12/2020;08:24:45;494;535;518;498;448;294
21/12/2020;08:24:46;354;365;345;309;238;86
21/12/2020;08:24:47;196;194;175;133;60;0
21/12/2020;08:24:48;75;79;83;61;12;0
21/12/2020;08:24:49;35;46;58;41;0;0
21/12/2020;08:24:50;21;32;46;31;0;0
21/12/2020;08:24:51;10;22;36;22;0;0
21/12/2020;08:24:52;4;20;36;26;4;13
21/12/2020;08:24:53;13;30;46;40;9;29
21/12/2020;08:24:54;22;41;56;53;24;39
21/12/2020;08:24:55;34;52;66;62;41;54
21/12/2020;08:24:56;43;62;76;74;53;69
21/12/2020;08:24:57;56;76;89;99;117;194
21/12/2020;08:24:58;104;148;190;237;297;402
21/12/2020;08:24:59;260;315;353;411;488;557
21/12/2020;08:25:00;408;470;495;546;600;604
21/12/2020;08:25:01;499;553;562;599;644;610
21/12/2020;08:25:02;530;584;591;625;667;613
21/12/2020;08:25:03;547;599;603;629;661;590
21/12/2020;08:25:04;542;590;592;616;642;567
21/12/2020;08:25:05;528;574;578;599;617;549
21/12/2020;08:25:06;511;557;560;577;589;505
21/12/2020;08:25:07;491;527;506;484;429;273
21/12/2020;08:25:08;349;361;340;302;225;78
21/12/2020;08:25:09;190;189;172;132;56;0
21/12/2020;08:25:10;66;71;76;55;10;0
21/12/2020;08:25:11;31;42;54;37;0;0
21/12/2020;08:25:12;17;29;41;28;0;0
21/12/2020;08:25:13;7;20;35;25;1;9
21/12/2020;08:25:14;12;30;45;39;12;24
21/12/2020;08:25:15;26;44;59;55;27;46
21/12/2020;08:25:16;40;57;72;71;52;65
21/12/2020;08:25:17;55;76;90;94;100;181
21/12/2020;08:25:18;136;182;220;269;328;435
21/12/2020;08:25:19;325;385;421;479;549;592
21/12/2020;08:25:20;480;537;551;590;631;608
21/12/2020;08:25:21;529;582;590;625;661;616
21/12/2020;08:25:22;550;601;603;630;660;588
21/12/2020;08:25:23;538;586;588;612;631;561
21/12/2020;08:25:24;521;567;571;591;609;538
21/12/2020;08:25:25;502;547;550;555;529;389
21/12/2020;08:25:26;431;448;426;396;331;172
21/12/2020;08:25:27;267;271;251;207;126;9
21/12/2020;08:25:28;125;125;116;81;30;0
21/12/2020;08:25:29;45;56;66;47;2;0
21/12/2020;08:25:30;28;40;52;35;0;0
21/12/2020;08:25:31;17;30;43;27;0;0
21/12/2020;08:25:32;9;23;36;21;0;1
21/12/2020;08:25:33;6;21;38;28;4;15
21/12/2020;08:25:34;13;30;45;38;14;27
21/12/2020;08:25:35;21;38;54;48;25;35
21/12/2020;08:25:36;31;49;63;59;32;51
21/12/2020;08:25:37;40;58;72;70;51;64
21/12/2020;08:25:38;48;67;80;80;59;81
21/12/2020;08:25:39;60;81;94;111;139;222
21/12/2020;08:25:40;108;152;192;238;293;400
21/12/2020;08:25:41;242;295;333;389;464;544
21/12/2020;08:25:42;376;438;469;522;585;599
21/12/2020;08:25:43;480;537;549;588;630;607
21/12/2020;08:25:44;521;574;583;619;661;613
21/12/2020;08:25:45;542;595;601;634;668;602
21/12/2020;08:25:46;548;597;599;624;652;577
21/12/2020;08:25:47;536;584;586;609;628;557
21/12/2020;08:25:48;521;568;570;589;606;536
21/12/2020;08:25:49;506;551;554;571;559;436
21/12/2020;08:25:50;476;499;475;448;386;228
21/12/2020;08:25:51;335;347;326;287;209;66
21/12/2020;08:25:52;209;211;192;151;73;0
21/12/2020;08:25:53;105;106;101;72;23;0
21/12/2020;08:25:54;47;57;66;47;2;0
